ds_name,method,text-tab
kick,baseline,0.013164972248808826
kick,all_text,0.027572384141240032
kick,ensemble_25,0.006349213085322618
kick,ensemble_50,0.03290884919414844
kick,ensemble_75,0.059796343946972315
kick,stack,0.14986345555519043
kick,baseline,0.005429752071255019
kick,all_text,0.030508926754118877
kick,ensemble_25,-0.006753175859550591
kick,ensemble_50,0.025566652811302187
kick,ensemble_75,0.05802742718314555
kick,stack,0.0955843869722698
kick,baseline,0.01368494213704141
kick,all_text,-0.03441428375896068
kick,ensemble_25,0.015319581452997503
kick,ensemble_50,0.06437902399677685
kick,ensemble_75,0.10072471827785763
kick,stack,0.03478559885852536
kick,baseline,0.0039001930518570193
kick,all_text,0.02703571912037054
kick,ensemble_25,-0.01818318244125006
kick,ensemble_50,0.01367233974201416
kick,ensemble_75,0.04563548013335396
kick,stack,0.04321984816079635
kick,baseline,0.02126188899856061
kick,all_text,0.004350431312515883
kick,ensemble_25,-0.0021806513799294183
